법정동코드,기준연월,시도명,시군구명,읍면동명,계
4671036021,2024-12-31,전라남도,담양군,무정면,296
4671036022,2024-12-31,전라남도,담양군,무정면,426
4671036023,2024-12-31,전라남도,담양군,무정면,86
4671036024,2024-12-31,전라남도,담양군,무정면,240
4671036025,2024-12-31,전라남도,담양군,무정면,216
4671036026,2024-12-31,전라남도,담양군,무정면,309
4671036027,2024-12-31,전라남도,담양군,무정면,72
4671036028,2024-12-31,전라남도,담양군,무정면,126
4671036029,2024-12-31,전라남도,담양군,무정면,61
4671036030,2024-12-31,전라남도,담양군,무정면,82
4671036031,2024-12-31,전라남도,담양군,무정면,133
4671036032,2024-12-31,전라남도,담양군,무정면,127
4671036033,2024-12-31,전라남도,담양군,무정면,169
4671037021,2024-12-31,전라남도,담양군,금성면,120
4671037022,2024-12-31,전라남도,담양군,금성면,453
4671037023,2024-12-31,전라남도,담양군,금성면,386
4671037024,2024-12-31,전라남도,담양군,금성면,280
4671037025,2024-12-31,전라남도,담양군,금성면,266
4671037026,2024-12-31,전라남도,담양군,금성면,186
4671037027,2024-12-31,전라남도,담양군,금성면,247
4671037028,2024-12-31,전라남도,담양군,금성면,240
4671037029,2024-12-31,전라남도,담양군,금성면,120
4671037030,2024-12-31,전라남도,담양군,금성면,133
4671038021,2024-12-31,전라남도,담양군,용면,386
4671038022,2024-12-31,전라남도,담양군,용면,227
4671038023,2024-12-31,전라남도,담양군,용면,386
4671038024,2024-12-31,전라남도,담양군,용면,276
4671038025,2024-12-31,전라남도,담양군,용면,45
4671038026,2024-12-31,전라남도,담양군,용면,139
4671038027,2024-12-31,전라남도,담양군,용면,195
4671038028,2024-12-31,전라남도,담양군,용면,110
4671039021,2024-12-31,전라남도,담양군,월산면,508
4671039022,2024-12-31,전라남도,담양군,월산면,346
4671039023,2024-12-31,전라남도,담양군,월산면,211
4671039024,2024-12-31,전라남도,담양군,월산면,150
4671039025,2024-12-31,전라남도,담양군,월산면,171
4671039026,2024-12-31,전라남도,담양군,월산면,55
4671039027,2024-12-31,전라남도,담양군,월산면,221
4671039028,2024-12-31,전라남도,담양군,월산면,98
4671039029,2024-12-31,전라남도,담양군,월산면,211
4671039030,2024-12-31,전라남도,담양군,월산면,305
4671040021,2024-12-31,전라남도,담양군,수북면,311
4671040022,2024-12-31,전라남도,담양군,수북면,211
4671040023,2024-12-31,전라남도,담양군,수북면,133
4671040024,2024-12-31,전라남도,담양군,수북면,202
4671040025,2024-12-31,전라남도,담양군,수북면,327
4671040026,2024-12-31,전라남도,담양군,수북면,388
4671040027,2024-12-31,전라남도,담양군,수북면,904
4671040028,2024-12-31,전라남도,담양군,수북면,341
4671040029,2024-12-31,전라남도,담양군,수북면,198
4671040030,2024-12-31,전라남도,담양군,수북면,397
4671040031,2024-12-31,전라남도,담양군,수북면,245
4671040032,2024-12-31,전라남도,담양군,수북면,117
4671040033,2024-12-31,전라남도,담양군,수북면,155
4671040034,2024-12-31,전라남도,담양군,수북면,427
4671040035,2024-12-31,전라남도,담양군,수북면,377
4671041021,2024-12-31,전라남도,담양군,대전면,1442
4671041022,2024-12-31,전라남도,담양군,대전면,191
4671041023,2024-12-31,전라남도,담양군,대전면,92
4671041024,2024-12-31,전라남도,담양군,대전면,209
4671041025,2024-12-31,전라남도,담양군,대전면,192
4671041026,2024-12-31,전라남도,담양군,대전면,257
4671041027,2024-12-31,전라남도,담양군,대전면,199
4671041028,2024-12-31,전라남도,담양군,대전면,337
4671041029,2024-12-31,전라남도,담양군,대전면,194
4671041030,2024-12-31,전라남도,담양군,대전면,578
4671041031,2024-12-31,전라남도,담양군,대전면,134
4671041032,2024-12-31,전라남도,담양군,대전면,268
4672025021,2024-12-31,전라남도,곡성군,곡성읍,3176
4672025022,2024-12-31,전라남도,곡성군,곡성읍,1616
4672025023,2024-12-31,전라남도,곡성군,곡성읍,272
4672025024,2024-12-31,전라남도,곡성군,곡성읍,452
4672025025,2024-12-31,전라남도,곡성군,곡성읍,166
4672025026,2024-12-31,전라남도,곡성군,곡성읍,88
4672025027,2024-12-31,전라남도,곡성군,곡성읍,319
4672025028,2024-12-31,전라남도,곡성군,곡성읍,86
4672025029,2024-12-31,전라남도,곡성군,곡성읍,424
4672025030,2024-12-31,전라남도,곡성군,곡성읍,147
4672025031,2024-12-31,전라남도,곡성군,곡성읍,65
4672025032,2024-12-31,전라남도,곡성군,곡성읍,184
4672025033,2024-12-31,전라남도,곡성군,곡성읍,325
4672025034,2024-12-31,전라남도,곡성군,곡성읍,275
4672031021,2024-12-31,전라남도,곡성군,오곡면,758
4672031022,2024-12-31,전라남도,곡성군,오곡면,83
4672031023,2024-12-31,전라남도,곡성군,오곡면,73
4672031024,2024-12-31,전라남도,곡성군,오곡면,50
4672031025,2024-12-31,전라남도,곡성군,오곡면,97
4672031026,2024-12-31,전라남도,곡성군,오곡면,238
4672031027,2024-12-31,전라남도,곡성군,오곡면,89
4672031028,2024-12-31,전라남도,곡성군,오곡면,69
4672031029,2024-12-31,전라남도,곡성군,오곡면,120
4672031030,2024-12-31,전라남도,곡성군,오곡면,185
4672032021,2024-12-31,전라남도,곡성군,삼기면,284
4672032022,2024-12-31,전라남도,곡성군,삼기면,90
4672032023,2024-12-31,전라남도,곡성군,삼기면,238
4672032024,2024-12-31,전라남도,곡성군,삼기면,85
4672032025,2024-12-31,전라남도,곡성군,삼기면,167
4672032026,2024-12-31,전라남도,곡성군,삼기면,123
4672032027,2024-12-31,전라남도,곡성군,삼기면,155
4672032028,2024-12-31,전라남도,곡성군,삼기면,84
4672032029,2024-12-31,전라남도,곡성군,삼기면,106
4672032030,2024-12-31,전라남도,곡성군,삼기면,167
4672032031,2024-12-31,전라남도,곡성군,삼기면,74
4672032032,2024-12-31,전라남도,곡성군,삼기면,45
4672033021,2024-12-31,전라남도,곡성군,석곡면,635
4672033022,2024-12-31,전라남도,곡성군,석곡면,206
4672033023,2024-12-31,전라남도,곡성군,석곡면,148
4672033024,2024-12-31,전라남도,곡성군,석곡면,121
4672033025,2024-12-31,전라남도,곡성군,석곡면,136
4672033026,2024-12-31,전라남도,곡성군,석곡면,182
4672033027,2024-12-31,전라남도,곡성군,석곡면,81
4672033028,2024-12-31,전라남도,곡성군,석곡면,96
4672033029,2024-12-31,전라남도,곡성군,석곡면,177
4672033030,2024-12-31,전라남도,곡성군,석곡면,166
4672033031,2024-12-31,전라남도,곡성군,석곡면,120
4672033032,2024-12-31,전라남도,곡성군,석곡면,74
4672034021,2024-12-31,전라남도,곡성군,목사동면,219
4672034022,2024-12-31,전라남도,곡성군,목사동면,78
4672034023,2024-12-31,전라남도,곡성군,목사동면,42
4672034024,2024-12-31,전라남도,곡성군,목사동면,41
4672034025,2024-12-31,전라남도,곡성군,목사동면,84
4672034026,2024-12-31,전라남도,곡성군,목사동면,62
4672034027,2024-12-31,전라남도,곡성군,목사동면,140
4672034028,2024-12-31,전라남도,곡성군,목사동면,164
4672034029,2024-12-31,전라남도,곡성군,목사동면,64
4672034030,2024-12-31,전라남도,곡성군,목사동면,154
4672034031,2024-12-31,전라남도,곡성군,목사동면,104
4672034032,2024-12-31,전라남도,곡성군,목사동면,151
4672035021,2024-12-31,전라남도,곡성군,죽곡면,365
4672035022,2024-12-31,전라남도,곡성군,죽곡면,85
4672035023,2024-12-31,전라남도,곡성군,죽곡면,192
4672035024,2024-12-31,전라남도,곡성군,죽곡면,129
4672035025,2024-12-31,전라남도,곡성군,죽곡면,61
4672035026,2024-12-31,전라남도,곡성군,죽곡면,115
4672035027,2024-12-31,전라남도,곡성군,죽곡면,144
4672035028,2024-12-31,전라남도,곡성군,죽곡면,50
4672035029,2024-12-31,전라남도,곡성군,죽곡면,87
4672035030,2024-12-31,전라남도,곡성군,죽곡면,145
4672035031,2024-12-31,전라남도,곡성군,죽곡면,145
4672035032,2024-12-31,전라남도,곡성군,죽곡면,89
4672035033,2024-12-31,전라남도,곡성군,죽곡면,99
4672035034,2024-12-31,전라남도,곡성군,죽곡면,157
4672036021,2024-12-31,전라남도,곡성군,고달면,319
4672036022,2024-12-31,전라남도,곡성군,고달면,108
4672036023,2024-12-31,전라남도,곡성군,고달면,148
4672036024,2024-12-31,전라남도,곡성군,고달면,213
4672036025,2024-12-31,전라남도,곡성군,고달면,144
4672036026,2024-12-31,전라남도,곡성군,고달면,39
4672036027,2024-12-31,전라남도,곡성군,고달면,109
4672037021,2024-12-31,전라남도,곡성군,옥과면,726
4672037022,2024-12-31,전라남도,곡성군,옥과면,1053
4672037023,2024-12-31,전라남도,곡성군,옥과면,471
4672037024,2024-12-31,전라남도,곡성군,옥과면,121
4672037025,2024-12-31,전라남도,곡성군,옥과면,352
4672037026,2024-12-31,전라남도,곡성군,옥과면,470
4672037027,2024-12-31,전라남도,곡성군,옥과면,240
4672037028,2024-12-31,전라남도,곡성군,옥과면,165
4672037029,2024-12-31,전라남도,곡성군,옥과면,102
4672037030,2024-12-31,전라남도,곡성군,옥과면,125
4672037031,2024-12-31,전라남도,곡성군,옥과면,97
4672038021,2024-12-31,전라남도,곡성군,입면,203
4672038022,2024-12-31,전라남도,곡성군,입면,93
4672038023,2024-12-31,전라남도,곡성군,입면,39
4672038024,2024-12-31,전라남도,곡성군,입면,120
4672038025,2024-12-31,전라남도,곡성군,입면,84
4672038026,2024-12-31,전라남도,곡성군,입면,160
4672038027,2024-12-31,전라남도,곡성군,입면,176
4672038028,2024-12-31,전라남도,곡성군,입면,161
4672038029,2024-12-31,전라남도,곡성군,입면,168
4672038030,2024-12-31,전라남도,곡성군,입면,158
4672038031,2024-12-31,전라남도,곡성군,입면,209
4672038032,2024-12-31,전라남도,곡성군,입면,685
4672039021,2024-12-31,전라남도,곡성군,겸면,147
4672039022,2024-12-31,전라남도,곡성군,겸면,194
4672039023,2024-12-31,전라남도,곡성군,겸면,130
4672039024,2024-12-31,전라남도,곡성군,겸면,134
4672039025,2024-12-31,전라남도,곡성군,겸면,84
4672039026,2024-12-31,전라남도,곡성군,겸면,96
4672039027,2024-12-31,전라남도,곡성군,겸면,190
4672039028,2024-12-31,전라남도,곡성군,겸면,90
4672039029,2024-12-31,전라남도,곡성군,겸면,115
4672039030,2024-12-31,전라남도,곡성군,겸면,133
4672039031,2024-12-31,전라남도,곡성군,겸면,144
4672039032,2024-12-31,전라남도,곡성군,겸면,134
4672040021,2024-12-31,전라남도,곡성군,오산면,287
4672040022,2024-12-31,전라남도,곡성군,오산면,64
4672040023,2024-12-31,전라남도,곡성군,오산면,120
4672040024,2024-12-31,전라남도,곡성군,오산면,127
4672040025,2024-12-31,전라남도,곡성군,오산면,144
4672040026,2024-12-31,전라남도,곡성군,오산면,173
4672040027,2024-12-31,전라남도,곡성군,오산면,111
4672040028,2024-12-31,전라남도,곡성군,오산면,227
4672040029,2024-12-31,전라남도,곡성군,오산면,181
4673025021,2024-12-31,전라남도,구례군,구례읍,2458
4673025022,2024-12-31,전라남도,구례군,구례읍,1367
4673025023,2024-12-31,전라남도,구례군,구례읍,1708
4673025024,2024-12-31,전라남도,구례군,구례읍,117
4673025025,2024-12-31,전라남도,구례군,구례읍,393
4673025026,2024-12-31,전라남도,구례군,구례읍,1527
4673025027,2024-12-31,전라남도,구례군,구례읍,162
4673025028,2024-12-31,전라남도,구례군,구례읍,89
4673025029,2024-12-31,전라남도,구례군,구례읍,315
4673025030,2024-12-31,전라남도,구례군,구례읍,2126
4673031021,2024-12-31,전라남도,구례군,문척면,535
4673031022,2024-12-31,전라남도,구례군,문척면,335
4673031023,2024-12-31,전라남도,구례군,문척면,266
4673031024,2024-12-31,전라남도,구례군,문척면,143
4673032021,2024-12-31,전라남도,구례군,간전면,177
4673032022,2024-12-31,전라남도,구례군,간전면,142
4673032023,2024-12-31,전라남도,구례군,간전면,198
4673032024,2024-12-31,전라남도,구례군,간전면,147
4673032025,2024-12-31,전라남도,구례군,간전면,199
4673032026,2024-12-31,전라남도,구례군,간전면,122
4673032027,2024-12-31,전라남도,구례군,간전면,183
4673032028,2024-12-31,전라남도,구례군,간전면,79
4673032029,2024-12-31,전라남도,구례군,간전면,161
4673033021,2024-12-31,전라남도,구례군,토지면,385
4673033022,2024-12-31,전라남도,구례군,토지면,270
4673033023,2024-12-31,전라남도,구례군,토지면,334
4673033024,2024-12-31,전라남도,구례군,토지면,106
4673033025,2024-12-31,전라남도,구례군,토지면,260
4673033026,2024-12-31,전라남도,구례군,토지면,117
4673033027,2024-12-31,전라남도,구례군,토지면,261
4673033028,2024-12-31,전라남도,구례군,토지면,206
4673033029,2024-12-31,전라남도,구례군,토지면,167
4673033030,2024-12-31,전라남도,구례군,토지면,313
4673034021,2024-12-31,전라남도,구례군,마산면,414
4673034022,2024-12-31,전라남도,구례군,마산면,374
4673034023,2024-12-31,전라남도,구례군,마산면,330
4673034024,2024-12-31,전라남도,구례군,마산면,427
4673034025,2024-12-31,전라남도,구례군,마산면,184
4673034026,2024-12-31,전라남도,구례군,마산면,654
4673035021,2024-12-31,전라남도,구례군,광의면,276
4673035022,2024-12-31,전라남도,구례군,광의면,268
4673035023,2024-12-31,전라남도,구례군,광의면,250
4673035024,2024-12-31,전라남도,구례군,광의면,394
4673035025,2024-12-31,전라남도,구례군,광의면,283
4673035026,2024-12-31,전라남도,구례군,광의면,220
4673035027,2024-12-31,전라남도,구례군,광의면,357
4673035028,2024-12-31,전라남도,구례군,광의면,97
4673036021,2024-12-31,전라남도,구례군,용방면,175
4673036022,2024-12-31,전라남도,구례군,용방면,153
4673036023,2024-12-31,전라남도,구례군,용방면,201
4673036024,2024-12-31,전라남도,구례군,용방면,217
4673036025,2024-12-31,전라남도,구례군,용방면,186
4673036026,2024-12-31,전라남도,구례군,용방면,194
4673036027,2024-12-31,전라남도,구례군,용방면,188
4673037021,2024-12-31,전라남도,구례군,산동면,322
4673037022,2024-12-31,전라남도,구례군,산동면,88
4673037023,2024-12-31,전라남도,구례군,산동면,81
4673037024,2024-12-31,전라남도,구례군,산동면,252
4673037025,2024-12-31,전라남도,구례군,산동면,276
4673037026,2024-12-31,전라남도,구례군,산동면,277
4673037027,2024-12-31,전라남도,구례군,산동면,139
4673037028,2024-12-31,전라남도,구례군,산동면,148
4673037029,2024-12-31,전라남도,구례군,산동면,257
4673037030,2024-12-31,전라남도,구례군,산동면,262
4673037031,2024-12-31,전라남도,구례군,산동면,82
4673037032,2024-12-31,전라남도,구례군,산동면,184
4673037033,2024-12-31,전라남도,구례군,산동면,127
4673037034,2024-12-31,전라남도,구례군,산동면,165
4673037035,2024-12-31,전라남도,구례군,산동면,155
4677025021,2024-12-31,전라남도,고흥군,고흥읍,213
4677025022,2024-12-31,전라남도,고흥군,고흥읍,346
4677025023,2024-12-31,전라남도,고흥군,고흥읍,175
4677025024,2024-12-31,전라남도,고흥군,고흥읍,1720
4677025025,2024-12-31,전라남도,고흥군,고흥읍,1163
4677025026,2024-12-31,전라남도,고흥군,고흥읍,5545
4677025027,2024-12-31,전라남도,고흥군,고흥읍,714
4677025028,2024-12-31,전라남도,고흥군,고흥읍,1549
4677025029,2024-12-31,전라남도,고흥군,고흥읍,1000
4677025300,2024-12-31,전라남도,고흥군,도양읍,1
4677025321,2024-12-31,전라남도,고흥군,도양읍,302
4677025322,2024-12-31,전라남도,고흥군,도양읍,309
4677025323,2024-12-31,전라남도,고흥군,도양읍,812
4677025324,2024-12-31,전라남도,고흥군,도양읍,7872
4677025325,2024-12-31,전라남도,고흥군,도양읍,73
4677025326,2024-12-31,전라남도,고흥군,도양읍,522
4677025327,2024-12-31,전라남도,고흥군,도양읍,191
4677031021,2024-12-31,전라남도,고흥군,풍양면,144
4677031022,2024-12-31,전라남도,고흥군,풍양면,230
4677031023,2024-12-31,전라남도,고흥군,풍양면,245
4677031024,2024-12-31,전라남도,고흥군,풍양면,169
4677031025,2024-12-31,전라남도,고흥군,풍양면,336
4677031026,2024-12-31,전라남도,고흥군,풍양면,227
4677031027,2024-12-31,전라남도,고흥군,풍양면,127
4677031028,2024-12-31,전라남도,고흥군,풍양면,203
4677031029,2024-12-31,전라남도,고흥군,풍양면,570
4677031030,2024-12-31,전라남도,고흥군,풍양면,211
4677031031,2024-12-31,전라남도,고흥군,풍양면,265
4677031032,2024-12-31,전라남도,고흥군,풍양면,152
4677032021,2024-12-31,전라남도,고흥군,도덕면,487
4677032022,2024-12-31,전라남도,고흥군,도덕면,509
4677032023,2024-12-31,전라남도,고흥군,도덕면,676
4677032024,2024-12-31,전라남도,고흥군,도덕면,374
4677032025,2024-12-31,전라남도,고흥군,도덕면,300
4677032026,2024-12-31,전라남도,고흥군,도덕면,367
4677033021,2024-12-31,전라남도,고흥군,금산면,644
4677033022,2024-12-31,전라남도,고흥군,금산면,698
4677033023,2024-12-31,전라남도,고흥군,금산면,289
4677033024,2024-12-31,전라남도,고흥군,금산면,667
4677033025,2024-12-31,전라남도,고흥군,금산면,573
4677033026,2024-12-31,전라남도,고흥군,금산면,554
4677033027,2024-12-31,전라남도,고흥군,금산면,583
4677034000,2024-12-31,전라남도,고흥군,도화면,2
4677034021,2024-12-31,전라남도,고흥군,도화면,572
4677034022,2024-12-31,전라남도,고흥군,도화면,434
4677034023,2024-12-31,전라남도,고흥군,도화면,272
4677034025,2024-12-31,전라남도,고흥군,도화면,134
4677034026,2024-12-31,전라남도,고흥군,도화면,164
4677034027,2024-12-31,전라남도,고흥군,도화면,833
4677034028,2024-12-31,전라남도,고흥군,도화면,296
4677034029,2024-12-31,전라남도,고흥군,도화면,323
4677034030,2024-12-31,전라남도,고흥군,도화면,255
4677034031,2024-12-31,전라남도,고흥군,도화면,299
4677035021,2024-12-31,전라남도,고흥군,포두면,502
4677035022,2024-12-31,전라남도,고흥군,포두면,370
4677035023,2024-12-31,전라남도,고흥군,포두면,246
4677035024,2024-12-31,전라남도,고흥군,포두면,242
4677035025,2024-12-31,전라남도,고흥군,포두면,954
4677035026,2024-12-31,전라남도,고흥군,포두면,477
4677035027,2024-12-31,전라남도,고흥군,포두면,223
4677035028,2024-12-31,전라남도,고흥군,포두면,153
4677035029,2024-12-31,전라남도,고흥군,포두면,294
4677035030,2024-12-31,전라남도,고흥군,포두면,271
4677035031,2024-12-31,전라남도,고흥군,포두면,454
4677035032,2024-12-31,전라남도,고흥군,포두면,362
4677036022,2024-12-31,전라남도,고흥군,봉래면,292
4677036023,2024-12-31,전라남도,고흥군,봉래면,257
4677036024,2024-12-31,전라남도,고흥군,봉래면,1037
4677036027,2024-12-31,전라남도,고흥군,봉래면,228
4677037021,2024-12-31,전라남도,고흥군,점암면,217
4677037022,2024-12-31,전라남도,고흥군,점암면,245
4677037023,2024-12-31,전라남도,고흥군,점암면,183
4677037024,2024-12-31,전라남도,고흥군,점암면,174
4677037025,2024-12-31,전라남도,고흥군,점암면,185
4677037026,2024-12-31,전라남도,고흥군,점암면,245
4677037027,2024-12-31,전라남도,고흥군,점암면,276
4677037028,2024-12-31,전라남도,고흥군,점암면,200
4677037029,2024-12-31,전라남도,고흥군,점암면,209
4677037030,2024-12-31,전라남도,고흥군,점암면,245
4677037031,2024-12-31,전라남도,고흥군,점암면,349
4677038021,2024-12-31,전라남도,고흥군,과역면,216
4677038022,2024-12-31,전라남도,고흥군,과역면,276
4677038023,2024-12-31,전라남도,고흥군,과역면,353
4677038024,2024-12-31,전라남도,고흥군,과역면,147
4677038025,2024-12-31,전라남도,고흥군,과역면,282
4677038026,2024-12-31,전라남도,고흥군,과역면,1073
4677038027,2024-12-31,전라남도,고흥군,과역면,371
4677038028,2024-12-31,전라남도,고흥군,과역면,324
4677039021,2024-12-31,전라남도,고흥군,남양면,270
4677039022,2024-12-31,전라남도,고흥군,남양면,189
4677039023,2024-12-31,전라남도,고흥군,남양면,247
4677039024,2024-12-31,전라남도,고흥군,남양면,277
4677039025,2024-12-31,전라남도,고흥군,남양면,257
4677039026,2024-12-31,전라남도,고흥군,남양면,368
4677039027,2024-12-31,전라남도,고흥군,남양면,282
4677039028,2024-12-31,전라남도,고흥군,남양면,266
4677040021,2024-12-31,전라남도,고흥군,동강면,533
4677040022,2024-12-31,전라남도,고흥군,동강면,366
4677040023,2024-12-31,전라남도,고흥군,동강면,322
4677040024,2024-12-31,전라남도,고흥군,동강면,399
4677040025,2024-12-31,전라남도,고흥군,동강면,243
4677040026,2024-12-31,전라남도,고흥군,동강면,227
4677040027,2024-12-31,전라남도,고흥군,동강면,90
4677040028,2024-12-31,전라남도,고흥군,동강면,183
4677040029,2024-12-31,전라남도,고흥군,동강면,224
4677040030,2024-12-31,전라남도,고흥군,동강면,306
4677041021,2024-12-31,전라남도,고흥군,대서면,281
4677041022,2024-12-31,전라남도,고흥군,대서면,347
4677041023,2024-12-31,전라남도,고흥군,대서면,470
4677041024,2024-12-31,전라남도,고흥군,대서면,308
4677041025,2024-12-31,전라남도,고흥군,대서면,256
4677041026,2024-12-31,전라남도,고흥군,대서면,225
4677041027,2024-12-31,전라남도,고흥군,대서면,204
4677042021,2024-12-31,전라남도,고흥군,두원면,239
4677042022,2024-12-31,전라남도,고흥군,두원면,111
4677042023,2024-12-31,전라남도,고흥군,두원면,258
4677042024,2024-12-31,전라남도,고흥군,두원면,240
4677042025,2024-12-31,전라남도,고흥군,두원면,151
4677042026,2024-12-31,전라남도,고흥군,두원면,223
4677042027,2024-12-31,전라남도,고흥군,두원면,176
4677042028,2024-12-31,전라남도,고흥군,두원면,255
4677042029,2024-12-31,전라남도,고흥군,두원면,143
4677042030,2024-12-31,전라남도,고흥군,두원면,184
4677042031,2024-12-31,전라남도,고흥군,두원면,214
4677042032,2024-12-31,전라남도,고흥군,두원면,353
4677042033,2024-12-31,전라남도,고흥군,두원면,277
4677044021,2024-12-31,전라남도,고흥군,영남면,173
4677044022,2024-12-31,전라남도,고흥군,영남면,472
4677044023,2024-12-31,전라남도,고흥군,영남면,244
4677044024,2024-12-31,전라남도,고흥군,영남면,306
4677045021,2024-12-31,전라남도,고흥군,동일면,494
4677045022,2024-12-31,전라남도,고흥군,동일면,407
4677045023,2024-12-31,전라남도,고흥군,동일면,507
4678025000,2024-12-31,전라남도,보성군,보성읍,1
4678025021,2024-12-31,전라남도,보성군,보성읍,2657
4678025022,2024-12-31,전라남도,보성군,보성읍,2275
4678025023,2024-12-31,전라남도,보성군,보성읍,250
4678025024,2024-12-31,전라남도,보성군,보성읍,284
4678025025,2024-12-31,전라남도,보성군,보성읍,355
4678025026,2024-12-31,전라남도,보성군,보성읍,123
4678025027,2024-12-31,전라남도,보성군,보성읍,312
4678025028,2024-12-31,전라남도,보성군,보성읍,914
4678025029,2024-12-31,전라남도,보성군,보성읍,926
4678025030,2024-12-31,전라남도,보성군,보성읍,297
4678025321,2024-12-31,전라남도,보성군,벌교읍,1754
4678025322,2024-12-31,전라남도,보성군,벌교읍,337
4678025323,2024-12-31,전라남도,보성군,벌교읍,462
4678025324,2024-12-31,전라남도,보성군,벌교읍,295
4678025325,2024-12-31,전라남도,보성군,벌교읍,242
4678025326,2024-12-31,전라남도,보성군,벌교읍,209
4678025327,2024-12-31,전라남도,보성군,벌교읍,178
4678025329,2024-12-31,전라남도,보성군,벌교읍,306
4678025330,2024-12-31,전라남도,보성군,벌교읍,433
4678025331,2024-12-31,전라남도,보성군,벌교읍,275
4678025332,2024-12-31,전라남도,보성군,벌교읍,790
4678025333,2024-12-31,전라남도,보성군,벌교읍,365
4678025334,2024-12-31,전라남도,보성군,벌교읍,290
4678025335,2024-12-31,전라남도,보성군,벌교읍,212
4678025336,2024-12-31,전라남도,보성군,벌교읍,285
4678025337,2024-12-31,전라남도,보성군,벌교읍,124
4678025338,2024-12-31,전라남도,보성군,벌교읍,3128
4678025339,2024-12-31,전라남도,보성군,벌교읍,435
4678025340,2024-12-31,전라남도,보성군,벌교읍,272
4678025341,2024-12-31,전라남도,보성군,벌교읍,266
4678025342,2024-12-31,전라남도,보성군,벌교읍,201
4678031021,2024-12-31,전라남도,보성군,노동면,148
4678031022,2024-12-31,전라남도,보성군,노동면,128
4678031023,2024-12-31,전라남도,보성군,노동면,56
4678031024,2024-12-31,전라남도,보성군,노동면,141
4678031025,2024-12-31,전라남도,보성군,노동면,78
4678031026,2024-12-31,전라남도,보성군,노동면,94
4678031027,2024-12-31,전라남도,보성군,노동면,136
4678031028,2024-12-31,전라남도,보성군,노동면,51
4678031029,2024-12-31,전라남도,보성군,노동면,118
4678031030,2024-12-31,전라남도,보성군,노동면,111
4678032021,2024-12-31,전라남도,보성군,미력면,278
4678032022,2024-12-31,전라남도,보성군,미력면,94
4678032023,2024-12-31,전라남도,보성군,미력면,192
4678032024,2024-12-31,전라남도,보성군,미력면,231
4678032025,2024-12-31,전라남도,보성군,미력면,130
4678032026,2024-12-31,전라남도,보성군,미력면,213
4678032027,2024-12-31,전라남도,보성군,미력면,171
4678033021,2024-12-31,전라남도,보성군,겸백면,135
4678033022,2024-12-31,전라남도,보성군,겸백면,178
4678033023,2024-12-31,전라남도,보성군,겸백면,68
4678033024,2024-12-31,전라남도,보성군,겸백면,140
4678033025,2024-12-31,전라남도,보성군,겸백면,86
4678033026,2024-12-31,전라남도,보성군,겸백면,143
4678033027,2024-12-31,전라남도,보성군,겸백면,144
4678033028,2024-12-31,전라남도,보성군,겸백면,64
4678033029,2024-12-31,전라남도,보성군,겸백면,99
4678034021,2024-12-31,전라남도,보성군,율어면,139
4678034022,2024-12-31,전라남도,보성군,율어면,104
4678034023,2024-12-31,전라남도,보성군,율어면,78
4678034024,2024-12-31,전라남도,보성군,율어면,214
4678034025,2024-12-31,전라남도,보성군,율어면,116
4678034026,2024-12-31,전라남도,보성군,율어면,73
4678034027,2024-12-31,전라남도,보성군,율어면,197
4678034028,2024-12-31,전라남도,보성군,율어면,94
4678034029,2024-12-31,전라남도,보성군,율어면,100
4678035021,2024-12-31,전라남도,보성군,복내면,211
4678035022,2024-12-31,전라남도,보성군,복내면,148
4678035023,2024-12-31,전라남도,보성군,복내면,98
4678035024,2024-12-31,전라남도,보성군,복내면,90
4678035025,2024-12-31,전라남도,보성군,복내면,180
4678035026,2024-12-31,전라남도,보성군,복내면,80
4678035027,2024-12-31,전라남도,보성군,복내면,48
4678035028,2024-12-31,전라남도,보성군,복내면,78
4678035029,2024-12-31,전라남도,보성군,복내면,150
4678035030,2024-12-31,전라남도,보성군,복내면,79
4678035031,2024-12-31,전라남도,보성군,복내면,160
4678035032,2024-12-31,전라남도,보성군,복내면,174
4678036021,2024-12-31,전라남도,보성군,문덕면,221
4678036022,2024-12-31,전라남도,보성군,문덕면,154
4678036023,2024-12-31,전라남도,보성군,문덕면,20
4678036024,2024-12-31,전라남도,보성군,문덕면,76
4678036025,2024-12-31,전라남도,보성군,문덕면,29
4678036026,2024-12-31,전라남도,보성군,문덕면,12
4678036027,2024-12-31,전라남도,보성군,문덕면,196
4678036028,2024-12-31,전라남도,보성군,문덕면,86
4678036029,2024-12-31,전라남도,보성군,문덕면,105
4678037021,2024-12-31,전라남도,보성군,조성면,743
4678037022,2024-12-31,전라남도,보성군,조성면,165
4678037023,2024-12-31,전라남도,보성군,조성면,202
4678037024,2024-12-31,전라남도,보성군,조성면,143
4678037025,2024-12-31,전라남도,보성군,조성면,173
4678037026,2024-12-31,전라남도,보성군,조성면,119
4678037027,2024-12-31,전라남도,보성군,조성면,188
4678037028,2024-12-31,전라남도,보성군,조성면,132
4678037029,2024-12-31,전라남도,보성군,조성면,195
4678037030,2024-12-31,전라남도,보성군,조성면,317
4678037031,2024-12-31,전라남도,보성군,조성면,577
4678037032,2024-12-31,전라남도,보성군,조성면,423
4678038021,2024-12-31,전라남도,보성군,득량면,199
4678038022,2024-12-31,전라남도,보성군,득량면,351
4678038023,2024-12-31,전라남도,보성군,득량면,1132
