시군구명,법정동명,법정동코드,cluster_id,cluster_label,청년비율,1인가구비율,기초수급가구비율,concentration_index,concentration_rank
마포구,상수동,1144011500,3,복합 밀집형,0.3567520875323927,0.4520757020757021,0.0274725274725274,0.3916904695022394,245
광진구,구의동,1121510300,3,복합 밀집형,0.3207224059120309,0.4063416637334271,0.0650592514372873,0.3916567941828951,246
마포구,하중동,1144011600,3,복합 밀집형,0.3567688855646971,0.4523809523809524,0.0269841269841269,0.39133736677046593,247
성북구,동소문동1가,1129010400,3,복합 밀집형,0.3152289669861555,0.4641255605381166,0.0448430493273542,0.3909333746648294,248
마포구,망원동,1144012300,3,복합 밀집형,0.325615369773147,0.416474756421612,0.0574549749040448,0.3907081442660311,249
강동구,길동,1174010500,3,복합 밀집형,0.3030092738628477,0.412738560588641,0.0690273626120947,0.3884402720437554,250
동대문구,전농동,1123010400,3,복합 밀집형,0.2801828743208755,0.3872597165707871,0.0905359898975726,0.3874946739912465,251
용산구,용문동,1117012100,3,복합 밀집형,0.3106111484217596,0.375894538606403,0.0779661016949152,0.3872382738718147,252
용산구,도원동,1117012000,3,복합 밀집형,0.3104707012487992,0.3757001292546316,0.0779836277466609,0.387105575545541,253
영등포구,대림동,1156013300,3,복합 밀집형,0.2754137595326951,0.4141765413017345,0.0815730722995019,0.38641164584178556,254
성동구,홍익동,1120010300,3,복합 밀집형,0.3164335664335664,0.3856143856143856,0.0699300699300699,0.3862097316247004,255
마포구,대흥동,1144010800,3,복합 밀집형,0.3259043457149793,0.4392778419229558,0.043770336937126,0.38615408875880747,256
성동구,도선동,1120010400,3,복합 밀집형,0.3162806774974075,0.3857707509881423,0.0695652173913043,0.385829444854602,257
성동구,상왕십리동,1120010100,3,복합 밀집형,0.3163620539599652,0.3850746268656716,0.0696517412935323,0.385692469200818,258
은평구,녹번동,1138010200,3,복합 밀집형,0.2761819101692057,0.3742573018950528,0.095190443429858,0.38493835555612044,259
중구,남산동2가,1114012900,3,복합 밀집형,0.25,0.5526315789473685,0.0394736842105263,0.38428930944096196,260
성동구,하왕십리동,1120010200,3,복합 밀집형,0.3152576722640416,0.383187413600158,0.069251530511487,0.38398495661802123,261
강서구,마곡동,1150010500,3,복합 밀집형,0.2861086182045634,0.384572282405678,0.0842049557962893,0.38345837211935213,262
성북구,동소문동3가,1129010600,3,복합 밀집형,0.3269230769230769,0.44,0.04,0.38328374554142275,263
용산구,산천동,1117011500,3,복합 밀집형,0.3102595797280593,0.388810531264692,0.0686412787964269,0.3828389316166094,264
용산구,원효로4가,1117011800,3,복합 밀집형,0.3103168155970755,0.3885114268066708,0.0685608400247066,0.38267681627771327,265
용산구,신창동,1117011400,3,복합 밀집형,0.310405643738977,0.3883299798792756,0.0684104627766599,0.3825080828401997,266
은평구,역촌동,1138010800,3,복합 밀집형,0.2663071917730303,0.3608530405405405,0.1027766047297297,0.38193621711966946,267
용산구,원효로3가,1117011700,3,복합 밀집형,0.310014374700527,0.3884026258205689,0.0678336980306345,0.3817597058140814,268
용산구,청암동,1117011600,3,복합 밀집형,0.3101777059773828,0.3874538745387454,0.066420664206642,0.38010093479751306,270
강북구,우이동,1130510400,3,복합 밀집형,0.2307692307692307,0.3547995139732685,0.1227217496962333,0.38002000094381044,271
성동구,성수동1가,1120011400,3,복합 밀집형,0.3329615584801844,0.409396510324956,0.0450616295821994,0.37982086512249125,272
중구,명동2가,1114012700,3,복합 밀집형,0.2475247524752475,0.5454545454545454,0.0389610389610389,0.37971432879893896,273
송파구,문정동,1171010800,3,복합 밀집형,0.3391784292435758,0.4061941873680792,0.0427017372950154,0.3796367098733854,274
도봉구,도봉동,1132010800,3,복합 밀집형,0.2167247845252977,0.3545288873565483,0.127665862187854,0.37719295567814626,275
은평구,응암동,1138010700,3,복합 밀집형,0.2674002884393974,0.3601827094474153,0.0959224598930481,0.37555247718279894,276
강남구,자곡동,1168011200,3,복합 밀집형,0.2831338028169014,0.3561539114923978,0.0885925422577083,0.3753111623875478,277
강남구,세곡동,1168011100,3,복합 밀집형,0.2831235331768722,0.3561502830674215,0.0885229027277406,0.3752359964776245,278
강남구,율현동,1168011300,3,복합 밀집형,0.2830437072143233,0.3557814485387547,0.0883100381194409,0.37484362927829795,279
송파구,방이동,1171011100,3,복합 밀집형,0.3281540165261095,0.4139504563233376,0.0406856354014878,0.37467913426244615,280
마포구,신정동,1144011700,3,복합 밀집형,0.3357917570498915,0.4220963172804532,0.0292728989612842,0.3707191598452499,281
송파구,송파동,1171010400,3,복합 밀집형,0.3434537381495259,0.3869401560198571,0.0387322022802902,0.3707037581771977,282
양천구,신월동,1147010300,3,복합 밀집형,0.242163433072758,0.3316045446289831,0.1148063689383084,0.3695529499456348,284
강서구,염창동,1150010100,3,복합 밀집형,0.2996984628962271,0.3333623921192573,0.0823816580943248,0.3694549940283959,285
도봉구,방학동,1132010600,3,복합 밀집형,0.2207903538604232,0.3226011793084963,0.1293889037791477,0.3688896999190385,286
