시도명,시군구명,법정동명,법정동코드,법정동코드8,기준연월,청년연령기준,총인구수,청년인구수,청년비율,청년비율_norm,총가구수,1인가구수,1인가구비율,1인가구비율_norm,기초수급가구수,기초수급가구비율,기초수급가구비율_norm,concentration_index,concentration_rank,cluster_id,cluster_label,neighbor_count,spatial_lag_ci_centered,local_moran_i,lisa_p_value,lisa_cluster,연결된_행정동수
서울특별시,종로구,인사동,1111013600,11110136,2024,20-39세,74,21,0.2837837837837837,0.4369724054763424,44,31,0.7045454545454546,0.8961296752489936,10,0.2272727272727272,0.6363636363636362,0.6445065172186906,21,2,저소득 밀집형,5,0.11597278231223358,0.028712289215429416,0.076,Not significant,1
서울특별시,종로구,장사동,1111015400,11110154,2024,20-39세,63,18,0.2857142857142857,0.43994500687414073,37,27,0.7297297297297297,0.9281622094122094,8,0.2162162162162162,0.6054054054054054,0.6443213071215039,22,2,저소득 밀집형,7,0.19941581148832616,0.0493339990766111,0.002,HH,1
서울특별시,종로구,운니동,1111013200,11110132,2024,20-39세,161,46,0.2857142857142857,0.43994500687414073,95,68,0.7157894736842105,0.9104312354312355,21,0.2210526315789473,0.6189473684210526,0.6437417019826883,23,2,저소득 밀집형,6,0.0682286425095496,0.016839716616581846,0.276,Not significant,1
서울특별시,영등포구,영등포동3가,1156010400,11560104,2024,20-39세,1495,824,0.551170568561873,0.8486965885117205,959,682,0.7111574556830031,0.9045396513462207,72,0.0750782064650677,0.2102189781021896,0.6419823437187346,24,0,청년 밀집형,5,0.23639170959821162,0.057928651644551916,0.002,HH,1
서울특별시,영등포구,영등포동5가,1156010600,11560106,2024,20-39세,1205,664,0.5510373443983403,0.8484914489423263,772,549,0.711139896373057,0.9045173172035219,58,0.0751295336787564,0.21036269430051793,0.641954145296052,25,0,청년 밀집형,5,0.2445403538682578,0.05991861102623906,0.001,HH,1
서울특별시,영등포구,영등포동7가,1156010800,11560108,2024,20-39세,6940,3824,0.5510086455331412,0.8484472582137608,4451,3166,0.711300831273871,0.9047220144866741,334,0.075039317007414,0.21011008762075922,0.6419116753880841,26,0,청년 밀집형,7,0.12600933746264006,0.030870143411148368,0.025,HH,1
서울특별시,서대문구,창천동,1141011600,11410116,2024,20-39세,10706,6445,0.6019988791331964,0.9269624035646769,7570,5822,0.7690885072655218,0.9782236615212178,185,0.0244385733157199,0.06842800528401573,0.6418537415534078,27,0,청년 밀집형,6,0.13013748445142623,0.03187392981231821,0.035,HH,1
서울특별시,영등포구,영등포동8가,1156010900,11560109,2024,20-39세,3578,1972,0.5511458915595304,0.8486585906778421,2295,1632,0.7111111111111111,0.9044807044807045,172,0.0749455337690631,0.2098474945533767,0.6418213411751379,28,0,청년 밀집형,5,0.06851501415434669,0.016778823316262584,0.285,Not significant,1
서울특별시,영등포구,영등포동2가,1156010300,11560103,2024,20-39세,3354,1848,0.5509838998211091,0.8484091545801855,2151,1530,0.7112970711297071,0.9047172318615833,161,0.0748489074848907,0.209576940957694,0.6417103029967327,29,0,청년 밀집형,6,0.14042640808984352,0.03437380238177179,0.026,HH,1
서울특별시,서대문구,봉원동,1141011500,11410115,2024,20-39세,359,216,0.6016713091922006,0.9264580089048758,253,195,0.7707509881422925,0.9803382141573841,6,0.0237154150197628,0.06640316205533585,0.6416028740832892,30,0,청년 밀집형,5,0.09073042571197497,0.022199392690198008,0.158,Not significant,1
서울특별시,영등포구,영등포동1가,1156010200,11560102,2024,20-39세,2819,1553,0.5509045760908123,0.8482870113034381,1808,1286,0.7112831858407079,0.9046995708016172,135,0.0746681415929203,0.20907079646017687,0.6414851039577504,31,0,청년 밀집형,4,0.1755639290133994,0.04293528452753751,0.017,HH,1
서울특별시,서대문구,대신동,1141011300,11410113,2024,20-39세,1541,927,0.6015574302401038,0.9262826572376052,1089,838,0.7695133149678605,0.9787639854788616,26,0.0238751147842056,0.06685032139577568,0.6412257381653418,32,0,청년 밀집형,3,0.2203073496672315,0.053820434745636095,0.01,HH,1
서울특별시,영등포구,영등포동6가,1156010700,11560107,2024,20-39세,1325,730,0.5509433962264151,0.8483467868403242,849,604,0.7114252061248527,0.9048802100922242,63,0.0742049469964664,0.20777385159010595,0.6411062864783178,33,0,청년 밀집형,7,0.10978015208837097,0.026805853445155542,0.047,HH,1
서울특별시,서대문구,신촌동,1141011400,11410114,2024,20-39세,848,510,0.6014150943396226,0.9260634873471004,599,461,0.7696160267111853,0.9788946272147442,14,0.023372287145242,0.06544240400667761,0.6406954501382456,34,0,청년 밀집형,7,0.13287209447498052,0.03238979970117152,0.034,HH,1
서울특별시,영등포구,영등포동4가,1156010500,11560105,2024,20-39세,973,536,0.5508735868448099,0.8482392938292787,624,444,0.7115384615384616,0.905024262596378,46,0.0737179487179487,0.2064102564102564,0.6406346213627506,35,0,청년 밀집형,6,0.11236497109154782,0.027384009694125612,0.056,Not significant,1
서울특별시,종로구,관훈동,1111012800,11110128,2024,20-39세,80,23,0.2875,0.4426946631671041,47,34,0.723404255319149,0.9201166741060359,10,0.2127659574468085,0.5957446808510639,0.6394887726381695,36,2,저소득 밀집형,6,0.08821259705530082,0.02139685464439184,0.166,Not significant,1
서울특별시,종로구,묘동,1111015100,11110151,2024,20-39세,22,6,0.2727272727272727,0.4199475065616798,13,9,0.6923076923076923,0.8805641473910705,3,0.2307692307692307,0.6461538461538461,0.6373047176677552,37,2,저소득 밀집형,6,0.23743627732440606,0.057073988663937134,0.001,HH,1
서울특별시,금천구,가산동,1154510100,11545101,2024,20-39세,24875,13753,0.5528844221105528,0.8513355931011136,17085,12732,0.7452151009657595,0.9478584555625821,831,0.0486391571553994,0.13618964003511833,0.6299913682664559,38,0,청년 밀집형,3,0.07573017029378755,0.017649876153646507,0.365,Not significant,1
서울특별시,종로구,종로2가,1111013800,11110138,2024,20-39세,57,16,0.2807017543859649,0.43222667342020843,34,24,0.7058823529411765,0.8978301110654052,7,0.2058823529411764,0.576470588235294,0.6223930748990474,39,2,저소득 밀집형,7,0.16030051572335915,0.03614205683662335,0.006,HH,1
서울특별시,영등포구,영등포동,1156010100,11560101,2024,20-39세,11992,5964,0.4973315543695797,0.7657948693704815,7241,4823,0.6660682226211849,0.847189483915247,581,0.0802375362518989,0.22466510150531696,0.6008178349811035,40,0,청년 밀집형,6,0.11084754345225811,0.022600610622665985,0.074,Not significant,2
