시군구명,법정동명,법정동코드,CI
중구,만리동1가,1114017300,0.41263330076648386
마포구,신수동,1144011100,0.41198894310554396
노원구,월계동,1135010200,0.41125759598382206
서대문구,충정로2가,1141010100,0.4112338751900196
용산구,한강로1가,1117012400,0.4107357367183392
용산구,한강로3가,1117012800,0.4105926637262731
용산구,한강로2가,1117012500,0.4105225513598653
서대문구,합동,1141010300,0.4104376663961473
용산구,용산동5가,1117012700,0.4099042432458535
성동구,마장동,1120010500,0.40980080093730975
성동구,성수동2가,1120011500,0.40936018143647385
영등포구,양평동6가,1156013000,0.40861203771976046
영등포구,양평동4가,1156012800,0.40858639484058934
영등포구,양평동5가,1156012900,0.4083678696326216
중구,정동,1114016700,0.40729324658879534
용산구,용산동3가,1117012600,0.4070745064703027
중구,신당동,1114016200,0.4064289224457932
성북구,보문동6가,1129012800,0.4057386409762178
동작구,상도동,1159010200,0.4054977467628791
영등포구,신길동,1156013200,0.40546000283969164
성북구,보문동3가,1129013200,0.4053297358425772
성북구,보문동5가,1129012700,0.4052909204073135
성북구,보문동1가,1129013000,0.4050998123142006
성북구,보문동2가,1129013100,0.40484313337895217
강서구,화곡동,1150010300,0.4044062966341222
성북구,보문동7가,1129012900,0.40419404768679973
성북구,보문동4가,1129012600,0.40397074631210617
노원구,공릉동,1135010300,0.4039575034081314
마포구,신공덕동,1144010300,0.4032097252639289
중구,의주로1가,1114016900,0.40297649990990175
성동구,행당동,1120010700,0.40260631137732883
서대문구,미근동,1141010400,0.4023592025455952
강북구,미아동,1130510100,0.40228664497010963
중구,봉래동1가,1114011900,0.4007521914364335
중구,북창동,1114011300,0.39991156562369473
은평구,갈현동,1138010400,0.3998966829694627
동작구,대방동,1159010800,0.39864839726713036
서대문구,북아현동,1141011000,0.39863773524969187
구로구,구로동,1153010200,0.39830953402218905
성북구,석관동,1129013900,0.39771477292909346
금천구,시흥동,1154510300,0.3958476679153412
성북구,장위동,1129013800,0.39340820455515485
서초구,양재동,1165010200,0.3932448687305763
광진구,자양동,1121510500,0.3927947195871975
강동구,성내동,1174010800,0.39266056854103715
동작구,사당동,1159010700,0.39261901675362554
성북구,성북동,1129010100,0.3924007727784272
성북구,성북동1가,1129010200,0.39178809474178206
마포구,창전동,1144011400,0.39175827960424237
성북구,동소문동4가,1129010700,0.3917501645767398
마포구,당인동,1144011800,0.3917336595045324
마포구,상수동,1144011500,0.3916904695022394
광진구,구의동,1121510300,0.3916567941828951
마포구,하중동,1144011600,0.39133736677046593
성북구,동소문동1가,1129010400,0.3909333746648294
마포구,망원동,1144012300,0.3907081442660311
